"genenames","PFAM"
"MA-169054g0020","PF16211-C-terminus of histone H2A;PF00125-Core histone H2A/H2B/H3/H4"
"MA-16906g0010","PF01248-Ribosomal protein L7Ae/L30e/S12e/Gadd45 family"
"MA-169071g0010","PF00464-Serine hydroxymethyltransferase"
"MA-1692g0010","PF00168-C2 domain;PF00168-C2 domain;PF00168-C2 domain;PF00168-C2 domain;PF08372-Plant phosphoribosyltransferase C-terminal"
"MA-16920g0010","PF01248-Ribosomal protein L7Ae/L30e/S12e/Gadd45 family"
"MA-16922g0010",NA
"MA-16923g0030","PF01852-START domain"
"MA-169317g0010","PF01657-Salt stress response/antifungal;PF01657-Salt stress response/antifungal;PF07714-Protein tyrosine kinase"
"MA-16939g0010","PF13673-Acetyltransferase (GNAT) domain"
"MA-169498g0010",NA
"MA-169742g0010",NA
"MA-169758g0010","PF00564-PB1 domain;PF07714-Protein tyrosine kinase"
"MA-16984g0010","PF12202-Oxidative-stress-responsive kinase 1 C-terminal domain;PF00069-Protein kinase domain"
"MA-169864g0010","PF01399-PCI domain"
"MA-169890g0010","PF04937-Protein of unknown function (DUF 659)"
"MA-169894g0010",NA
"MA-17017g0010",NA
"MA-17028g0010","PF00400-WD domain, G-beta repeat;PF00400-WD domain, G-beta repeat;PF00400-WD domain, G-beta repeat;PF00400-WD domain, G-beta repeat;PF00400-WD domain, G-beta repeat"
"MA-17031g0010","PF00888-Cullin family;PF10557-Cullin protein neddylation domain"
"MA-17033g0010","PF12894-Anaphase-promoting complex subunit 4 WD40 domain"
"MA-170383g0010",NA
"MA-17048g0010","PF00046-Homeodomain"
"MA-17059g0010","PF00069-Protein kinase domain"
"MA-170596g0010",NA
"MA-170713g0010","PF07885-Ion channel;PF07885-Ion channel;PF13202-EF hand"
"MA-170877g0010","PF01532-Glycosyl hydrolase family 47"
"MA-17091g0010","PF05739-SNARE domain;PF09177-Syntaxin 6, N-terminal"
"MA-17103g0010","PF04192-Utp21 specific WD40 associated putative domain"
"MA-171070g0010","PF08711-TFIIS helical bundle-like domain"
"MA-171296g0010",NA
"MA-171376g0010",NA
"MA-17138g0010","PF06703-Microsomal signal peptidase 25 kDa subunit (SPC25)"
"MA-171402g0010","PF08263-Leucine rich repeat N-terminal domain;PF07714-Protein tyrosine kinase"
"MA-171460g0010","PF02841-Guanylate-binding protein, C-terminal domain"
"MA-171807g0010","PF03652-Holliday junction resolvase"
"MA-17181g0010","PF02178-AT hook motif;PF02178-AT hook motif;PF13180-PDZ domain;PF13365-Trypsin-like peptidase domain;PF17815-PDZ domain"
"MA-171952g0010","PF00327-Ribosomal protein L30p/L7e;PF08079-Ribosomal L30 N-terminal domain"
"MA-172084g0010","PF00795-Carbon-nitrogen hydrolase"
"MA-172105g0010","PF04819-Family of unknown function (DUF716)"
"MA-17212g0010","PF09265-Cytokinin dehydrogenase 1, FAD and cytokinin binding;PF01565-FAD binding domain"
"MA-172152g0010",NA
"MA-17217g0020",NA
"MA-172189g0010",NA
"MA-172213g0010","PF03357-Snf7"
"MA-172215g0010",NA
"MA-17226g0010","PF05347-Complex 1 protein (LYR family)"
"MA-172355g0010","PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MA-172474g0010","PF04504-Protein of unknown function, DUF573"
"MA-172748g0010","PF03643-Vacuolar protein sorting-associated protein 26"
"MA-17288g0010","PF04576-Zein-binding"
"MA-1729g0010",NA
"MA-172971g0010",NA
"MA-173063g0010","PF12481-Aluminium induced protein"
"MA-173127g0010","PF11998-Low psii accumulation1 / Rep27"
"MA-17313g0010","PF02045-CCAAT-binding transcription factor (CBF-B/NF-YA) subunit B"
"MA-17319g0020","PF01061-ABC-2 type transporter"
"MA-17326g0010","PF00252-Ribosomal protein L16p/L10e"
"MA-173267g0010",NA
"MA-17333g0010","PF07800-Protein of unknown function (DUF1644)"
"MA-17334g0010","PF00112-Papain family cysteine protease;PF08127-Peptidase family C1 propeptide"
"MA-173360g0010","PF00687-Ribosomal protein L1p/L10e family"
"MA-17339g0040","PF07983-X8 domain;PF00332-Glycosyl hydrolases family 17"
"MA-173450g0010",NA
"MA-17349g0010","PF03351-DOMON domain;PF03188-Eukaryotic cytochrome b561"
"MA-173500g0010","PF12937-F-box-like"
"MA-173543g0030",NA
"MA-173808g0010","PF00082-Subtilase family"
"MA-173882g0010",NA
"MA-17408g0010","PF04857-CAF1 family ribonuclease;PF04857-CAF1 family ribonuclease"
"MA-174181g0010","PF03552-Cellulose synthase;PF14569-Zinc-binding RING-finger"
"MA-174190g0010",NA
"MA-17423g0010","PF08711-TFIIS helical bundle-like domain"
"MA-17425g0010","PF01566-Natural resistance-associated macrophage protein"
"MA-174257g0010",NA
"MA-174288g0010",NA
"MA-17429g0010",NA
"MA-17430g0010",NA
"MA-17431g0010","PF00092-von Willebrand factor type A domain;PF17123-RING-like zinc finger"
"MA-174370g0010",NA
"MA-174429g0010","PF00995-Sec1 family"
"MA-174482g0010","PF04577-Protein of unknown function (DUF563)"
"MA-17452g0010","PF17833-UPF0113 Pre-PUA domain;PF03657-UPF0113 PUA domain"
"MA-174526g0010",NA
"MA-174616g0010","PF01657-Salt stress response/antifungal"
"MA-174635g0010","PF00561-alpha/beta hydrolase fold"
"MA-1747311g0010","PF06075-Plant protein of unknown function (DUF936)"
"MA-174750g0010","PF00069-Protein kinase domain"
"MA-17477g0010",NA
"MA-174814g0010","PF00153-Mitochondrial carrier protein;PF00153-Mitochondrial carrier protein"
"MA-174857g0010","PF13774-Regulated-SNARE-like domain"
"MA-17500g0010","PF03947-Ribosomal Proteins L2, C-terminal domain"
"MA-175001g0050",NA
"MA-17503g0010","PF00098-Zinc knuckle;PF03159-XRN 5'-3' exonuclease N-terminus;PF03159-XRN 5'-3' exonuclease N-terminus;PF17846-Xrn1 helical domain"
"MA-17525g0010","PF05180-DNL zinc finger"
"MA-17536g0010","PF04116-Fatty acid hydroxylase superfamily"
"MA-17539g0010","PF13405-EF-hand domain;PF13405-EF-hand domain"
"MA-175437g0010","PF08542-Replication factor C C-terminal domain"
"MA-175457g0010","PF02672-CP12 domain"
"MA-17547g0010",NA
"MA-175476g0010","PF00271-Helicase conserved C-terminal domain;PF00270-DEAD/DEAH box helicase"
"MA-175551g0010",NA
"MA-175574g0010","PF01199-Ribosomal protein L34e"
"MA-175611g0010","PF11955-Plant organelle RNA recognition domain"
"MA-175640g0010",NA
"MA-175676g0010","PF00632-HECT-domain (ubiquitin-transferase)"
"MA-175688g0010","PF01535-PPR repeat;PF14432-DYW family of nucleic acid deaminases;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family"
"MA-175737g0010","PF14796-Clathrin-adaptor complex-3 beta-1 subunit C-terminal"
"MA-175782g0020",NA
"MA-175822g0010",NA
"MA-17586g0010","PF10409-C2 domain of PTEN tumour-suppressor protein;PF00782-Dual specificity phosphatase, catalytic domain"
"MA-175870g0010","PF00201-UDP-glucoronosyl and UDP-glucosyl transferase"
"MA-175884g0010","PF00348-Polyprenyl synthetase"
"MA-17594g0010",NA
"MA-175946g0010","PF02482-Sigma 54 modulation protein / S30EA ribosomal protein;PF16321-Sigma 54 modulation/S30EA ribosomal protein C terminus"
"MA-17597g0010",NA
"MA-176162g0010",NA
"MA-176279g0010","PF00504-Chlorophyll A-B binding protein"
"MA-17658g0010",NA
"MA-176793g0010","PF00098-Zinc knuckle;PF00098-Zinc knuckle"
"MA-17683g0010","PF00208-Glutamate/Leucine/Phenylalanine/Valine dehydrogenase;PF02812-Glu/Leu/Phe/Val dehydrogenase, dimerisation domain"
"MA-17689g0010","PF00010-Helix-loop-helix DNA-binding domain;PF14215-bHLH-MYC and R2R3-MYB transcription factors N-terminal"
"MA-17693g0010",NA
"MA-17694g0010","PF02201-SWIB/MDM2 domain"
"MA-176964g0010","PF12871-Pre-mRNA-splicing factor 38-associated hydrophilic C-term"
"MA-176968g0010",NA
"MA-17699g0010","PF05670-NFACT protein RNA binding domain"
"MA-177039g0010","PF13855-Leucine rich repeat;PF00560-Leucine Rich Repeat;PF00560-Leucine Rich Repeat;PF00069-Protein kinase domain"
"MA-177103g0010",NA
"MA-177186g0010","PF10350-Putative death-receptor fusion protein (DUF2428)"
"MA-177265g0010",NA
"MA-1773g0010","PF03126-Plus-3 domain"
"MA-177350g0010","PF08646-Replication factor-A C terminal domain;PF01336-OB-fold nucleic acid binding domain"
"MA-177359g0010",NA
"MA-17736g0010","PF10075-CSN8/PSMD8/EIF3K family"
"MA-17738g0010","PF02984-Cyclin, C-terminal domain;PF00134-Cyclin, N-terminal domain"
"MA-17754g0010",NA
"MA-177562g0010",NA
"MA-177599g0010","PF04043-Plant invertase/pectin methylesterase inhibitor;PF01095-Pectinesterase"
"MA-17763g0010","PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MA-17767g0010",NA
"MA-17768g0010","PF01545-Cation efflux family;PF16916-Dimerisation domain of Zinc Transporter"
"MA-17775g0020",NA
"MA-177756g0010","PF02990-Endomembrane protein 70"
"MA-17792g0010",NA
"MA-17795g0010","PF00125-Core histone H2A/H2B/H3/H4"
"MA-177990g0010",NA
"MA-177990g0020","PF00005-ABC transporter"
"MA-17819g0010",NA
"MA-178232g0010",NA
"MA-17826g0020","PF00266-Aminotransferase class-V"
"MA-178480g0010","PF08879-WRC"
"MA-17859g0010","PF08263-Leucine rich repeat N-terminal domain;PF07714-Protein tyrosine kinase;PF00560-Leucine Rich Repeat"
"MA-178628g0010","PF11833-Protein CHAPERONE-LIKE PROTEIN OF POR1-like"
"MA-1787g0020","PF00179-Ubiquitin-conjugating enzyme"
"MA-178870g0010",NA
"MA-178902g0010",NA
"MA-178929g0010",NA
"MA-17906g0010","PF02221-ML domain"
"MA-17910g0010","PF00483-Nucleotidyl transferase;PF00132-Bacterial transferase hexapeptide (six repeats)"
"MA-17919g0010","PF00319-SRF-type transcription factor (DNA-binding and dimerisation domain);PF00319-SRF-type transcription factor (DNA-binding and dimerisation domain)"
"MA-179230g0010","PF01485-IBR domain, a half RING-finger domain;PF01485-IBR domain, a half RING-finger domain"
"MA-17924g0010",NA
"MA-179294g0010","PF18511-F-box;PF13516-Leucine Rich repeat"
"MA-17938g0010",NA
"MA-17939g0010",NA
"MA-17957g0010",NA
"MA-17958g0010","PF09335-SNARE associated Golgi protein"
"MA-1796g0010","PF04137-Endoplasmic Reticulum Oxidoreductin 1 (ERO1)"
"MA-17978g0010","PF08553-VID27 C-terminal WD40-like domain"
"MA-17985g0010",NA
"MA-1799g0010","PF00534-Glycosyl transferases group 1;PF13439-Glycosyltransferase Family 4"
"MA-179934g0030","PF09766-Fms-interacting protein/Thoc5;PF00022-Actin"
"MA-179977g0010","PF01343-Peptidase family S49"
"MA-17998g0010","PF04367-Protein of unknown function (DUF502)"
"MA-18002g0010","PF07526-Associated with HOX;PF05920-Homeobox KN domain"
"MA-1801g0010","PF13716-Divergent CRAL/TRIO domain"
"MA-180169g0010","PF00225-Kinesin motor domain;PF11721-Malectin domain"
"MA-180175g0010",NA
"MA-18020g0010","PF17035-Bromodomain extra-terminal - transcription regulation;PF00439-Bromodomain"
"MA-18029g0010","PF00347-Ribosomal protein L6"
"MA-18030g0010","PF14215-bHLH-MYC and R2R3-MYB transcription factors N-terminal"
"MA-180303g0010",NA
"MA-180335g0010",NA
"MA-18046g0020",NA
"MA-18049g0010","PF01627-Hpt domain"
"MA-18050g0020","PF00071-Ras family;PF00071-Ras family"
"MA-180530g0010","PF00153-Mitochondrial carrier protein;PF00153-Mitochondrial carrier protein;PF00153-Mitochondrial carrier protein"
"MA-18054g0030","PF13499-EF-hand domain pair"
"MA-18058g0010",NA
"MA-1806g0010",NA
"MA-180659g0010",NA
"MA-18091g0010",NA
"MA-180954g0010","PF15704-Mitochondrial ATP synthase subunit"
"MA-180963g0010","PF01679-Proteolipid membrane potential modulator"
"MA-18097g0010","PF00481-Protein phosphatase 2C"
"MA-18112g0010","PF13833-EF-hand domain pair;PF13499-EF-hand domain pair"
"MA-181139g0010",NA
"MA-18125g0010","PF13855-Leucine rich repeat"
"MA-181281g0010","PF07647-SAM domain (Sterile alpha motif)"
"MA-18131g0010",NA
"MA-181338g0010","PF01632-Ribosomal protein L35"
"MA-18142g0010","PF00266-Aminotransferase class-V"
"MA-181514g0010","PF14432-DYW family of nucleic acid deaminases;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family"
"MA-181544g0010",NA
"MA-181559g0010",NA
"MA-18156g0010",NA
"MA-18169g0010",NA
"MA-181723g0010",NA
"MA-181748g0010",NA
"MA-181765g0010","PF04616-Glycosyl hydrolases family 43"
"MA-18179g0010","PF00168-C2 domain"
"MA-181792g0010",NA
"MA-181799g0010","PF01679-Proteolipid membrane potential modulator"
"MA-181877g0010","PF05903-PPPDE putative peptidase domain"
"MA-181884g0010",NA
"MA-181954g0010",NA
"MA-182125g0010",NA
"MA-18234g0010","PF03514-GRAS domain family"
"MA-18236g0010","PF01918-Alba"
"MA-182376g0010",NA
"MA-18241g0010","PF02671-Paired amphipathic helix repeat;PF02671-Paired amphipathic helix repeat;PF02671-Paired amphipathic helix repeat;PF16879-C-terminal domain of Sin3a protein;PF08295-Sin3 family co-repressor"
"MA-18245g0010","PF00082-Subtilase family;PF02225-PA domain;PF17766-Fibronectin type-III domain;PF05922-Peptidase inhibitor I9"
"MA-18247g0010","PF07651-ANTH domain"
"MA-182478g0010","PF01928-CYTH domain;PF00485-Phosphoribulokinase / Uridine kinase family"
"MA-18253g0010","PF03127-GAT domain"
"MA-18260g0010","PF00069-Protein kinase domain"
"MA-18262g0020","PF00106-short chain dehydrogenase"
"MA-182673g0020","PF15003-HAUS augmin-like complex subunit 2"
"MA-18274g0010","PF00121-Triosephosphate isomerase"
"MA-18280g0010","PF10890-Cytochrome b-c1 complex subunit 8"
"MA-18287g0010",NA
"MA-1829g0010","PF00185-Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain;PF02729-Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain"
"MA-1829g0020",NA
"MA-182935g0010","PF01459-Eukaryotic porin"
"MA-18297g0010","PF00230-Major intrinsic protein"
"MA-183005g0010",NA
"MA-18304g0010","PF01875-Memo-like protein"
"MA-183086g0010","PF00191-Annexin;PF00191-Annexin;PF00191-Annexin;PF00191-Annexin"
"MA-18309g0010","PF03214-Reversibly glycosylated polypeptide"
"MA-183104g0010",NA
"MA-183150g0010",NA
"MA-18316g0010","PF03398-Regulator of Vps4 activity in the MVB pathway"
"MA-18319g0020",NA
"MA-18326g0010","PF02727-Copper amine oxidase, N2 domain;PF02728-Copper amine oxidase, N3 domain;PF01179-Copper amine oxidase, enzyme domain"
"MA-183273g0020","PF00631-GGL domain"
"MA-18328g0020","PF00481-Protein phosphatase 2C"
"MA-18330g0010",NA
"MA-183315g0010","PF00504-Chlorophyll A-B binding protein"
"MA-183415g0020","PF12796-Ankyrin repeats (3 copies);PF01866-Putative diphthamide synthesis protein"
"MA-18343g0010",NA
"MA-18349g0010","PF03912-Psb28 protein"
"MA-18349g0020","PF00380-Ribosomal protein S9/S16"
"MA-18358g0010","PF00069-Protein kinase domain"
"MA-183667g0010","PF00249-Myb-like DNA-binding domain;PF00249-Myb-like DNA-binding domain"
"MA-183668g0020","PF00285-Citrate synthase, C-terminal domain"
"MA-18376g0010","PF13716-Divergent CRAL/TRIO domain"
"MA-183768g0010","PF13516-Leucine Rich repeat;PF13516-Leucine Rich repeat;PF13516-Leucine Rich repeat"
"MA-18381g0010",NA
"MA-1839g0010","PF01280-Ribosomal protein L19e"
"MA-183913g0010","PF01370-NAD dependent epimerase/dehydratase family"
"MA-18397g0010","PF00179-Ubiquitin-conjugating enzyme"
"MA-18398g0020","PF03088-Strictosidine synthase"
"MA-18402g0010","PF00707-Translation initiation factor IF-3, C-terminal domain"
"MA-18403g0010","PF07052-Hepatocellular carcinoma-associated antigen 59"
"MA-184047g0010","PF00069-Protein kinase domain"
"MA-18411g0010","PF02453-Reticulon"
"MA-18417g0010",NA
"MA-184188g0010",NA
"MA-184192g0010","PF03953-Tubulin C-terminal domain;PF00091-Tubulin/FtsZ family, GTPase domain"
"MA-18425g0010","PF01529-DHHC palmitoyltransferase"
"MA-184289g0010",NA
"MA-184516g0010","PF11852-Domain of unknown function (DUF3372)"
"MA-18454g0020","PF00847-AP2 domain"
"MA-18462g0020",NA
"MA-18470g0020","PF00182-Chitinase class I"
"MA-184700g0010",NA
"MA-184756g0010",NA
"MA-18476g0010","PF00248-Aldo/keto reductase family"
"MA-184872g0010",NA
"MA-184894g0010","PF00833-Ribosomal S17"
"MA-18493g0020","PF02887-Pyruvate kinase, alpha/beta domain;PF00224-Pyruvate kinase, barrel domain"
"MA-184966g0010","PF00153-Mitochondrial carrier protein;PF00153-Mitochondrial carrier protein"
"MA-185036g0010",NA
"MA-18506g0010","PF00179-Ubiquitin-conjugating enzyme"
"MA-185096g0010","PF02298-Plastocyanin-like domain"
"MA-185098g0010","PF01535-PPR repeat;PF01535-PPR repeat;PF14432-DYW family of nucleic acid deaminases;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13812-Pentatricopeptide repeat domain"
"MA-18528g0010",NA
"MA-185349g0010","PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain);PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MA-18539g0010","PF05553-Cotton fibre expressed protein;PF14364-Domain of unknown function (DUF4408)"
"MA-1854g0020","PF06200-tify domain;PF09425-Divergent CCT motif"
"MA-185473g0020","PF00153-Mitochondrial carrier protein;PF00153-Mitochondrial carrier protein;PF00153-Mitochondrial carrier protein"
"MA-18548g0010","PF16870-2-oxoglutarate dehydrogenase C-terminal"
"MA-185569g0010","PF00481-Protein phosphatase 2C;PF00125-Core histone H2A/H2B/H3/H4"
"MA-18571g0010",NA
"MA-18584g0010","PF06417-Protein of unknown function (DUF1077)"
"MA-18588g0010","PF00118-TCP-1/cpn60 chaperonin family"
"MA-185911g0010",NA
"MA-185929g0010","PF10404-Rad4 beta-hairpin domain 2;PF10403-Rad4 beta-hairpin domain 1;PF10405-Rad4 beta-hairpin domain 3"
"MA-186059g0010","PF13812-Pentatricopeptide repeat domain;PF13812-Pentatricopeptide repeat domain"
"MA-18612g0010","PF04640-PLATZ transcription factor"
"MA-18615g0020","PF00004-ATPase family associated with various cellular activities (AAA);PF17862-AAA+ lid domain"
"MA-18616g0010","PF00320-GATA zinc finger"
"MA-186193g0010",NA
"MA-186340g0010","PF00572-Ribosomal protein L13"
"MA-186351g0010",NA
"MA-186354g0020","PF12937-F-box-like"
"MA-186360g0010",NA
"MA-18641g0020","PF00676-Dehydrogenase E1 component"
"MA-18653g0010","PF00481-Protein phosphatase 2C"
"MA-186568g0010","PF08576-Eukaryotic protein of unknown function (DUF1764)"
"MA-186592g0010",NA
"MA-18665g0010",NA
"MA-18669g0010",NA
"MA-18676g0010","PF03169-OPT oligopeptide transporter protein"
"MA-18685g0010","PF00071-Ras family"
"MA-1869g0010","PF04782-Protein of unknown function (DUF632);PF04783-Protein of unknown function (DUF630)"
"MA-18691g0010","PF00203-Ribosomal protein S19"
"MA-18693g0010",NA
"MA-187g0010","PF05340-Protein of unknown function (DUF740)"
"MA-18703g0010","PF00069-Protein kinase domain"
"MA-187114g0010","PF00257-Dehydrin"
"MA-18715g0010","PF06592-Protein of unknown function (DUF1138)"
"MA-187402g0010","PF00830-Ribosomal L28 family"
"MA-18755g0010","PF02309-AUX/IAA family"
"MA-187587g0020","PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain);PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MA-18761g0010","PF01798-snoRNA binding domain, fibrillarin"
"MA-187622g0010",NA
"MA-18770g0010","PF08370-Plant PDR ABC transporter associated;PF00005-ABC transporter;PF14510-ABC-transporter N-terminal;PF01061-ABC-2 type transporter;PF01061-ABC-2 type transporter;PF00005-ABC transporter"
"MA-18779g0010","PF01412-Putative GTPase activating protein for Arf"
"MA-18794g0010","PF01263-Aldose 1-epimerase"
"MA-18795g0020","PF00155-Aminotransferase class I and II"
"MA-1881g0010","PF02770-Acyl-CoA dehydrogenase, middle domain;PF01756-Acyl-CoA oxidase"
"MA-18818g0010",NA
"MA-188257g0010",NA
"MA-18829g0010","PF03016-Exostosin family"
"MA-18853g0010","PF06424-PRP1 splicing factor, N-terminal;PF13428-Tetratricopeptide repeat"
"MA-18870g0010","PF01823-MAC/Perforin domain"
"MA-18871g0020","PF13837-Myb/SANT-like DNA-binding domain"
"MA-1888g0010","PF06592-Protein of unknown function (DUF1138)"
"MA-18884g0010","PF02990-Endomembrane protein 70"
"MA-188861g0010","PF00582-Universal stress protein family"
"MA-18889g0010","PF03141-Putative S-adenosyl-L-methionine-dependent methyltransferase"
"MA-189037g0010",NA
"MA-189329g0010","PF14416-PMR5 N terminal Domain;PF13839-GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p"
"MA-18947g0010",NA
"MA-18947g0030","PF01230-HIT domain"
"MA-189522g0010","PF01165-Ribosomal protein S21"
